0.0,-10,linear
0.0,-9,linear
0.0,-8,linear
0.0,-7,linear
0.0,-6,linear
0.0,-5,linear
0.16,-4,linear
0.5074626865671642,-3,linear
0.6511627906976745,-2,linear
0.7032967032967034,-1,linear
0.7096774193548387,0,linear
0.7291666666666666,1,linear
0.7291666666666666,2,linear
0.7291666666666666,3,linear
0.7291666666666666,4,linear
0.7291666666666666,5,linear
0.7291666666666666,6,linear
0.7291666666666666,7,linear
0.7291666666666666,8,linear
0.7291666666666666,9,linear
0.7291666666666666,10,linear
0.0,-10,poly
0.0,-9,poly
0.0,-8,poly
0.0,-7,poly
0.0,-6,poly
0.0,-5,poly
0.43333333333333335,-4,poly
0.5915492957746479,-3,poly
0.575,-2,poly
0.627906976744186,-1,poly
0.7083333333333334,0,poly
0.7083333333333334,1,poly
0.7083333333333334,2,poly
0.7083333333333334,3,poly
0.7083333333333334,4,poly
0.7083333333333334,5,poly
0.7083333333333334,6,poly
0.7083333333333334,7,poly
0.7083333333333334,8,poly
0.7083333333333334,9,poly
0.7083333333333334,10,poly
0.7083333333333334,-10,rbf
0.7083333333333334,-9,rbf
0.7083333333333334,-8,rbf
0.7083333333333334,-7,rbf
0.7083333333333334,-6,rbf
0.7083333333333334,-5,rbf
0.7083333333333334,-4,rbf
0.7083333333333334,-3,rbf
0.7083333333333334,-2,rbf
0.7083333333333334,-1,rbf
0.7083333333333334,0,rbf
0.7083333333333334,1,rbf
0.7083333333333334,2,rbf
0.7083333333333334,3,rbf
0.7083333333333334,4,rbf
0.7083333333333334,5,rbf
0.7083333333333334,6,rbf
0.7083333333333334,7,rbf
0.7083333333333334,8,rbf
0.7083333333333334,9,rbf
0.7083333333333334,10,rbf
0.0,-10,sigmoid
0.0,-9,sigmoid
0.0,-8,sigmoid
0.0,-7,sigmoid
0.0,-6,sigmoid
0.0,-5,sigmoid
0.0,-4,sigmoid
0.0,-3,sigmoid
0.0,-2,sigmoid
0.0,-1,sigmoid
0.0,0,sigmoid
0.0,1,sigmoid
0.0,2,sigmoid
0.0,3,sigmoid
0.4838709677419355,4,sigmoid
0.5230769230769231,5,sigmoid
0.5588235294117647,6,sigmoid
0.5373134328358209,7,sigmoid
0.6,8,sigmoid
0.6,9,sigmoid
0.6,10,sigmoid
