0.0,-10,linear
0.0,-9,linear
0.0,-8,linear
0.0,-7,linear
0.0,-6,linear
0.0,-5,linear
0.0,-4,linear
0.5333333333333333,-3,linear
0.8266666666666667,-2,linear
0.8860759493670886,-1,linear
0.9,0,linear
0.9,1,linear
0.9,2,linear
0.9,3,linear
0.9,4,linear
0.9,5,linear
0.9,6,linear
0.9,7,linear
0.9,8,linear
0.9,9,linear
0.9,10,linear
0.0,-10,poly
0.0,-9,poly
0.0,-8,poly
0.0,-7,poly
0.0,-6,poly
0.0,-5,poly
0.0,-4,poly
0.0,-3,poly
0.24,-2,poly
0.3076923076923077,-1,poly
0.45614035087719296,0,poly
0.6031746031746031,1,poly
0.7246376811594203,2,poly
0.7605633802816901,3,poly
0.9523809523809523,4,poly
0.9523809523809523,5,poly
0.9523809523809523,6,poly
0.9523809523809523,7,poly
0.9523809523809523,8,poly
0.9523809523809523,9,poly
0.9523809523809523,10,poly
0.0,-10,rbf
0.0,-9,rbf
0.0,-8,rbf
0.0,-7,rbf
0.0,-6,rbf
0.0,-5,rbf
0.0,-4,rbf
0.0,-3,rbf
0.0,-2,rbf
0.0,-1,rbf
0.1276595744680851,0,rbf
0.7058823529411765,1,rbf
0.7605633802816901,2,rbf
0.7777777777777778,3,rbf
0.7777777777777778,4,rbf
0.7777777777777778,5,rbf
0.7777777777777778,6,rbf
0.7777777777777778,7,rbf
0.7777777777777778,8,rbf
0.7777777777777778,9,rbf
0.7777777777777778,10,rbf
0.0,-10,sigmoid
0.0,-9,sigmoid
0.0,-8,sigmoid
0.0,-7,sigmoid
0.0,-6,sigmoid
0.0,-5,sigmoid
0.0,-4,sigmoid
0.0,-3,sigmoid
0.0,-2,sigmoid
0.0,-1,sigmoid
0.0,0,sigmoid
0.044444444444444446,1,sigmoid
0.3076923076923077,2,sigmoid
0.42857142857142855,3,sigmoid
0.45614035087719296,4,sigmoid
0.5806451612903226,5,sigmoid
0.6666666666666666,6,sigmoid
0.7246376811594203,7,sigmoid
0.7428571428571429,8,sigmoid
0.7428571428571429,9,sigmoid
0.6865671641791045,10,sigmoid
